assembly_accession,protein_id,query,query_id,label
GCA_000010525.1,BAF86503.1,DUF3828,PF12883.7,hypothetical-protein-AZC_0505
GCA_000010525.1,BAF89619.1,DUF3971,PF13116.6,conserved-hypothetical-protein
GCA_000010525.1,BAF86841.1,DUF4043,PF13252.6,hypothetical-protein-AZC_0843
GCA_000010525.1,BAF86864.1,DUF4065,PF13274.6,uncharacterized-phage-associated-protein
GCA_000010525.1,BAF89253.1,DUF4096,PF13340.6,transposase
GCA_000010525.1,BAF88654.1,DUF4096,PF13340.6,transposase
GCA_000010525.1,BAF89822.1,DUF4096,PF13340.6,transposase
GCA_000010525.1,BAF89846.1,DUF4096,PF13340.6,putative-transposase
GCA_000010525.1,BAF88664.1,DUF4114,PF13448.6,zinc-dependent-metalloprotease
GCA_000010525.1,BAF87690.1,DUF4114,PF13448.6,putative-protease
GCA_000010525.1,BAF87566.1,DUF4118,PF13493.6,osmosensitive-K+-channel-signal-transduction-histidine-kinase
GCA_000010525.1,BAF89004.1,DUF4130,PF13566.6,phage-SPO1-DNA-polymerase-related-protein
GCA_000010525.1,BAF88198.1,DUF4131,PF13567.6,ComEC/Rec2-related-protein
GCA_000010525.1,BAF89206.1,DUF4135,PF13575.6,putative-lantibiotic-modifying-enzyme
GCA_000010525.1,BAF88281.1,DUF4142,PF13628.6,putative-outer-membrane-protein
GCA_000010525.1,BAF87545.1,DUF4142,PF13628.6,putative-outer-membrane-protein
GCA_000010525.1,BAF86322.1,DUF4147,PF13660.6,hydroxypyruvate-reductase
GCA_000010525.1,BAF89509.1,DUF4159,PF13709.6,double-transmembrane-region
GCA_000010525.1,BAF86504.1,DUF4164,PF13747.6,hypothetical-protein-AZC_0506
GCA_000010525.1,BAF90492.1,DUF4167,PF13763.6,hypothetical-protein-AZC_4494
GCA_000010525.1,BAF88565.1,DUF4169,PF13770.6,hypothetical-protein-AZC_2567
GCA_000010525.1,BAF88378.1,DUF4170,PF13773.6,hypothetical-protein-AZC_2380
GCA_000010525.1,BAF89854.1,DUF4172,PF13776.6,conserved-hypothetical-protein
GCA_000010525.1,BAF90604.1,DUF4175,PF13779.6,conserved-hypothetical-protein
GCA_000010525.1,BAF89239.1,DUF418,PF04235.12,putative-membrane-protein
GCA_000010525.1,BAF86298.1,DUF423,PF04241.15,putative-uncharacterized-small-membrane-protein
GCA_000010525.1,BAF89733.1,DUF429,PF04250.13,hypothetical-protein-AZC_3735
GCA_000010525.1,BAF88386.1,DUF4337,PF14235.6,hypothetical-protein-AZC_2388
GCA_000010525.1,BAF89381.1,DUF4381,PF14316.6,conserved-hypothetical-protein
GCA_000010525.1,BAF89721.1,DUF4394,PF14339.6,conserved-hypothetical-protein
GCA_000010525.1,BAF86598.1,DUF4405,PF14358.6,HupC-protein
GCA_000010525.1,BAF88318.1,DUF4424,PF14415.6,hypothetical-protein-AZC_2320
GCA_000010525.1,BAF89212.1,DUF4434,PF14488.6,hypothetical-protein-AZC_3214
GCA_000010525.1,BAF89621.1,DUF4440,PF14534.6,hypothetical-protein-AZC_3623
GCA_000010525.1,BAF90234.1,DUF4442,PF14539.6,phenylacetic-acid-degradation-related-protein
GCA_000010525.1,BAF86017.1,DUF448,PF04296.13,protein-of-unknown-function
GCA_000010525.1,BAF90688.1,DUF45,PF01863.17,protein-of-unknown-function
GCA_000010525.1,BAF87722.1,DUF454,PF04304.13,putative-uncharacterized-protein
GCA_000010525.1,BAF90262.1,DUF459,PF04311.13,putative-uncharacterized-transmembrane-protein
GCA_000010525.1,BAF87658.1,DUF463,PF04317.12,YcjX-like-family-protein
GCA_000010525.1,BAF86472.1,DUF465,PF04325.13,hypothetical-protein-AZC_0474
GCA_000010525.1,BAF87743.1,DUF465,PF04325.13,uncharacterized-protein-AZC_1745
GCA_000010525.1,BAF89015.1,DUF465,PF04325.13,protein-of-unknown-function
GCA_000010525.1,BAF89698.1,DUF4865,PF16157.5,hypothetical-protein-AZC_3700
GCA_000010525.1,BAF88931.1,DUF488,PF04343.13,uncharacterized-conserved-protein
GCA_000010525.1,BAF90430.1,DUF4880,PF16220.5,putative-iron-siderophore-sensor-protein
GCA_000010525.1,BAF89237.1,DUF4880,PF16220.5,putative-iron-siderophore-sensor-protein
GCA_000010525.1,BAF87330.1,DUF4880,PF16220.5,FecR-protein
GCA_000010525.1,BAF86409.1,DUF4892,PF16234.5,outer-membrane-protein
GCA_000010525.1,BAF88890.1,DUF498,PF04430.14,protein-of-unknown-function
GCA_000010525.1,BAF86003.1,DUF5051,PF16473.5,DNA-polymerase-III
GCA_000010525.1,BAF90022.1,DUF525,PF04379.14,ApaG-protein
GCA_000010525.1,BAF87090.1,DUF5330,PF17264.2,hypothetical-protein-AZC_1092
GCA_000010525.1,BAF86079.1,DUF559,PF04480.12,uncharacterized-protein-AZC_0081
GCA_000010525.1,BAF89380.1,DUF58,PF01882.18,protein-of-unknown-function
GCA_000010525.1,BAF89508.1,DUF58,PF01882.18,protein-of-unknown-function
GCA_000010525.1,BAF89483.1,DUF692,PF05114.13,protein-of-unknown-function
GCA_000010525.1,BAF87657.1,DUF697,PF05128.12,family-of-unknown-function
GCA_000010525.1,BAF86248.1,DUF72,PF01904.18,protein-of-unknown-function
GCA_000010525.1,BAF86326.1,DUF72,PF01904.18,protein-of-unknown-function
GCA_000010525.1,BAF89834.1,DUF736,PF05284.12,hypothetical-protein-AZC_3836
GCA_000010525.1,BAF87914.1,DUF779,PF05610.11,protein-of-unknown-function
GCA_000010525.1,BAF87088.1,DUF805,PF05656.14,protein-of-unknown-function
GCA_000010525.1,BAF87626.1,DUF815,PF05673.13,putative-ATPase
GCA_000010525.1,BAF89057.1,DUF853,PF05872.12,protein-of-unknown-function
GCA_000010525.1,BAF86104.1,DUF87,PF01935.17,hypothetical-ATP-binding-protein
GCA_000010525.1,BAF89057.1,DUF87,PF01935.17,protein-of-unknown-function
GCA_000010525.1,BAF90110.1,DUF87,PF01935.17,ABC-transporter
GCA_000010525.1,BAF86356.1,DUF883,PF05957.13,protein-of-unknown-function
GCA_000010525.1,BAF88283.1,DUF892,PF05974.12,protein-of-unknown-function
GCA_000010525.1,BAF87615.1,DUF892,PF05974.12,conserved-hypothetical-protein
GCA_000010525.1,BAF87728.1,DUF900,PF05990.12,protein-of-unknown-function
GCA_000010525.1,BAF87304.1,DUF900,PF05990.12,protein-of-unknown-function
GCA_000010525.1,BAF88725.1,DUF917,PF06032.12,protein-of-unknown-function
GCA_000010525.1,BAF89122.1,DUF930,PF06059.12,protein-of-unknown-function
GCA_000010525.1,BAF86922.1,DUF934,PF06073.12,bacterial-protein-of-unknown-function
GCA_000010525.1,BAF88141.1,DUF935,PF06074.12,Mu-like-prophage-protein-gp29
GCA_000010525.1,BAF88962.1,DUF937,PF06078.11,uncharacterized-conserved-protein
GCA_000010525.1,BAF87768.1,DUF938,PF06080.12,protein-of-unknown-function
GCA_000010525.1,BAF86385.1,DUF952,PF06108.12,protein-of-unknown-function
GCA_000010525.1,BAF86896.1,DUF971,PF06155.12,hypothetical-protein-AZC_0898
GCA_000010525.1,BAF87856.1,DUF983,PF06170.12,putative-uncharacterized-protein
GCA_000010525.1,BAF88952.1,DUF983,PF06170.12,protein-of-unknown-function
GCA_000010525.1,BAF89131.1,DUF992,PF06186.11,protein-of-unknown-function
GCA_000010525.1,BAF89132.1,DUF992,PF06186.11,protein-of-unknown-function
GCA_000010525.1,BAF89133.1,DUF992,PF06186.11,protein-of-unknown-function
GCA_000010525.1,BAF88345.1,DUF993,PF06187.11,protein-of-unknown-function
GCA_000010525.1,BAF89086.1,Dus,PF01207.17,nitrogen-regulation-protein
GCA_000010525.1,BAF87631.1,Dus,PF01207.17,dihydrouridine-synthase-TIM-barrel-protein
GCA_000010525.1,BAF90497.1,Dus,PF01207.17,phosphoribosylformimino-5-aminoimidazole-carboxamide-ribotide-isomerase
GCA_000010525.1,BAF86112.1,Dus,PF01207.17,NADH-flavin-oxidoreductase
GCA_000010525.1,BAF87617.1,Dus,PF01207.17,FMN-dependent-alpha-hydroxy-acid-dehydrogenase
GCA_000010525.1,BAF86705.1,dUTPase,PF00692.19,deoxy-UTP-pyrophosphatase-subfamily-1
GCA_000010525.1,BAF87697.1,DXPR_C,PF13288.6,1-deoxy-D-xylulose-5-phosphate-reductoisomerase
GCA_000010525.1,BAF87697.1,DXP_redisom_C,PF08436.12,1-deoxy-D-xylulose-5-phosphate-reductoisomerase
GCA_000010525.1,BAF87697.1,DXP_reductoisom,PF02670.16,1-deoxy-D-xylulose-5-phosphate-reductoisomerase
GCA_000010525.1,BAF89109.1,DXP_synthase_N,PF13292.6,deoxyxylulose-5-phosphate-synthase
GCA_000010525.1,BAF86502.1,DXP_synthase_N,PF13292.6,transketolase
GCA_000010525.1,BAF87739.1,DXP_synthase_N,PF13292.6,pyruvate-dehydrogenase-alpha-subunit
GCA_000010525.1,BAF86325.1,DXP_synthase_N,PF13292.6,pyruvate-dehydrogenase
GCA_000010525.1,BAF90326.1,Dynamin_N,PF00350.23,transcriptional-regulator
GCA_000010525.1,BAF88003.1,Dynamin_N,PF00350.23,transcriptional-regulator
GCA_000010525.1,BAF90048.1,Dynamin_N,PF00350.23,GTP-binding-protein
GCA_000010525.1,BAF90706.1,Dynamin_N,PF00350.23,small-GTP-binding-protein
GCA_000010525.1,BAF90292.1,E1-E2_ATPase,PF00122.20,heavy-metal-translocating-P-type-ATPase
GCA_000010525.1,BAF87454.1,E1-E2_ATPase,PF00122.20,heavy-metal-(Cd/Co/Hg/Pb/Zn)-translocating-P-type-ATPase
GCA_000010525.1,BAF87822.1,E1-E2_ATPase,PF00122.20,ATPase
GCA_000010525.1,BAF90527.1,E1-E2_ATPase,PF00122.20,ATPase
GCA_000010525.1,BAF86189.1,E1-E2_ATPase,PF00122.20,plasma-membrane-type-ATPase
GCA_000010525.1,BAF86190.1,E1-E2_ATPase,PF00122.20,cation-transporting-ATPase
GCA_000010525.1,BAF88981.1,E1-E2_ATPase,PF00122.20,cation-transporting-ATPase
GCA_000010525.1,BAF87641.1,E1-E2_ATPase,PF00122.20,putative-cation-transport-P-type-ATPase
GCA_000010525.1,BAF87564.1,E1-E2_ATPase,PF00122.20,potassium-transporting-ATPase-B-chain
GCA_000010525.1,BAF87739.1,E1_dh,PF00676.20,pyruvate-dehydrogenase-alpha-subunit
GCA_000010525.1,BAF87907.1,E1_dh,PF00676.20,acetoin-dehydrogenase-complex-E1-component-alpha-subunit
GCA_000010525.1,BAF90011.1,E1_dh,PF00676.20,2-oxoglutarate-dehydrogenase
GCA_000010525.1,BAF89109.1,E1_dh,PF00676.20,deoxyxylulose-5-phosphate-synthase
GCA_000010525.1,BAF87742.1,E3_binding,PF02817.17,dihydrolipoamide-S-acetyltransferase
GCA_000010525.1,BAF90009.1,E3_binding,PF02817.17,dihydrolipoamide-succinyltransferase
GCA_000010525.1,BAF89900.1,EAL,PF00563.20,putative-cylclic-diguanylate-phosphodiesterase
GCA_000010525.1,BAF89658.1,EAL,PF00563.20,sensory-box/GGDEF-family-protein
GCA_000010525.1,BAF88832.1,EAL,PF00563.20,putative-signal-transduction-protein
GCA_000010525.1,BAF90656.1,EAL,PF00563.20,conserved-putative-membrane-protein
GCA_000010525.1,BAF89083.1,EAL,PF00563.20,hypothetical-80.5-kDa-protein-in-ntrC-5'region
GCA_000010525.1,BAF89538.1,EAL,PF00563.20,putative-sensory-box/GGDEF-family-protein
GCA_000010525.1,BAF89224.1,EAL,PF00563.20,putative-signal-transduction-protein
GCA_000010525.1,BAF86414.1,EAL,PF00563.20,putative-signaling-protein
GCA_000010525.1,BAF87220.1,EAL,PF00563.20,hypothetical-protein-AZC_1222
GCA_000010525.1,BAF86487.1,EAL,PF00563.20,diguanylate-cyclase
GCA_000010525.1,BAF86306.1,EAL,PF00563.20,putative-diguanylate-cyclase
GCA_000010525.1,BAF90538.1,EAL,PF00563.20,putative-sensory-box/GGDEF-family-protein
GCA_000010525.1,BAF88505.1,EAL,PF00563.20,EAL-domain-protein
GCA_000010525.1,BAF86615.1,EAL,PF00563.20,two-component-system-response-regulator
GCA_000010525.1,BAF86985.1,EamA,PF00892.20,drug/metabolite-transporter-(DMT)-permease-superfamily-protein
GCA_000010525.1,BAF90595.1,EamA,PF00892.20,putative-integral-membrane-protein-precursor
GCA_000010525.1,BAF87190.1,EamA,PF00892.20,drug/metabolite-transporter-(DMT)-permease-superfamily-protein
GCA_000010525.1,BAF89544.1,EamA,PF00892.20,protein-of-unknown-function
GCA_000010525.1,BAF90231.1,EamA,PF00892.20,putative-transmembrane-protein
GCA_000010525.1,BAF86441.1,EamA,PF00892.20,conserved-hypothetical-transmembrane-protein-precursor
GCA_000010525.1,BAF90120.1,EamA,PF00892.20,protein-of-unknown-function
GCA_000010525.1,BAF90248.1,EamA,PF00892.20,permeases
GCA_000010525.1,BAF87025.1,EamA,PF00892.20,protein-of-unknown-function
GCA_000010525.1,BAF86291.1,EamA,PF00892.20,protein-of-unknown-function
GCA_000010525.1,BAF87687.1,EamA,PF00892.20,putative-membrane-protein
GCA_000010525.1,BAF87026.1,EamA,PF00892.20,protein-of-unknown-function
GCA_000010525.1,BAF90593.1,EamA,PF00892.20,protein-of-unknown-function
GCA_000010525.1,BAF86898.1,EamA,PF00892.20,drug/metabolite-transporter-(DMT)permease-superfamily-protein
GCA_000010525.1,BAF88676.1,EamA,PF00892.20,protein-of-unknown-function
GCA_000010525.1,BAF87648.1,EamA,PF00892.20,hypothetical-protein-AZC_1650
GCA_000010525.1,BAF86800.1,ECH_1,PF00378.20,enoyl-CoA-hydratase
GCA_000010525.1,BAF86930.1,ECH_1,PF00378.20,enoyl-CoA-hydratase/isomerase
GCA_000010525.1,BAF88185.1,ECH_1,PF00378.20,enoyl-CoA-hydratase
GCA_000010525.1,BAF90590.1,ECH_1,PF00378.20,enoyl-CoA-hydratase
GCA_000010525.1,BAF88499.1,ECH_1,PF00378.20,putative-enoyl-CoA-hydratase
GCA_000010525.1,BAF89186.1,ECH_1,PF00378.20,putative-enoyl-CoA-hydratase
GCA_000010525.1,BAF88864.1,ECH_1,PF00378.20,enoyl-CoA-hydratase
GCA_000010525.1,BAF87529.1,ECH_1,PF00378.20,enoyl-CoA-hydratase
GCA_000010525.1,BAF87806.1,ECH_1,PF00378.20,enoyl-CoA-hydratase
GCA_000010525.1,BAF88871.1,ECH_1,PF00378.20,enoyl-CoA-hydratase
GCA_000010525.1,BAF87542.1,ECH_1,PF00378.20,putative-enoyl-CoA-hydratase
GCA_000010525.1,BAF88971.1,ECH_1,PF00378.20,putative-3-hydroxyacyl-CoA-dehydrogenase
GCA_000010525.1,BAF87542.1,ECH_2,PF16113.5,putative-enoyl-CoA-hydratase
GCA_000010525.1,BAF86800.1,ECH_2,PF16113.5,enoyl-CoA-hydratase
GCA_000010525.1,BAF86930.1,ECH_2,PF16113.5,enoyl-CoA-hydratase/isomerase
GCA_000010525.1,BAF90590.1,ECH_2,PF16113.5,enoyl-CoA-hydratase
GCA_000010525.1,BAF88185.1,ECH_2,PF16113.5,enoyl-CoA-hydratase
GCA_000010525.1,BAF88499.1,ECH_2,PF16113.5,putative-enoyl-CoA-hydratase
GCA_000010525.1,BAF89186.1,ECH_2,PF16113.5,putative-enoyl-CoA-hydratase
GCA_000010525.1,BAF87529.1,ECH_2,PF16113.5,enoyl-CoA-hydratase
GCA_000010525.1,BAF87806.1,ECH_2,PF16113.5,enoyl-CoA-hydratase
GCA_000010525.1,BAF88864.1,ECH_2,PF16113.5,enoyl-CoA-hydratase
GCA_000010525.1,BAF88871.1,ECH_2,PF16113.5,enoyl-CoA-hydratase
GCA_000010525.1,BAF88555.1,EFG_C,PF00679.24,translation-elongation-factor-G
GCA_000010525.1,BAF86329.1,EFG_C,PF00679.24,small-GTP-binding-protein
GCA_000010525.1,BAF86255.1,EFG_C,PF00679.24,GTP-binding-LepA-protein
GCA_000010525.1,BAF88555.1,EFG_II,PF14492.6,translation-elongation-factor-G
GCA_000010525.1,BAF88555.1,EFG_IV,PF03764.18,translation-elongation-factor-G
GCA_000010525.1,BAF88393.1,EFP,PF01132.20,elongation-factor-P
GCA_000010525.1,BAF88393.1,EFP_N,PF08207.12,elongation-factor-P
GCA_000010525.1,BAF87692.1,EF_TS,PF00889.19,elongation-factor-Ts-protein
GCA_000010525.1,BAF89683.1,EI24,PF07264.11,protein-of-unknown-function
GCA_000010525.1,BAF88363.1,eIF-1a,PF01176.19,translation-initiation-factor-IF-1
GCA_000010525.1,BAF90066.1,EIIA-man,PF03610.16,PTS-system-fructose-subfamily-IIA-component
GCA_000010525.1,BAF90506.1,ELFV_dehydrog,PF00208.21,conserved-hypothetical-protein
GCA_000010525.1,BAF88393.1,Elong-fact-P_C,PF09285.11,elongation-factor-P
GCA_000010525.1,BAF89059.1,Enolase_C,PF00113.22,enolase
GCA_000010525.1,BAF89059.1,Enolase_N,PF03952.16,enolase
GCA_000010525.1,BAF87831.1,Epimerase,PF01370.21,"dTDP-D-glucose-4,6-dehydratase"
GCA_000010525.1,BAF86052.1,Epimerase,PF01370.21,"GDP-mannose-4,6-dehydratase"
GCA_000010525.1,BAF89848.1,Epimerase,PF01370.21,nodulation-protein-nolK
GCA_000010525.1,BAF86161.1,Epimerase,PF01370.21,UDP-galactose-4-epimerase
GCA_000010525.1,BAF88259.1,Epimerase,PF01370.21,UDP-glucuronate-5'-epimerase
GCA_000010525.1,BAF87569.1,Epimerase,PF01370.21,NAD-dependent-epimerase/dehydratase-family-protein
GCA_000010525.1,BAF90369.1,Epimerase,PF01370.21,putative-short-chain-dehydrogenase
GCA_000010525.1,BAF86051.1,Epimerase,PF01370.21,GDP-6-deoxy-D-lyxo-4-hexulose-reductase
GCA_000010525.1,BAF88251.1,Epimerase,PF01370.21,ADP-L-glycero-D-manno-heptose-6-epimerase
GCA_000010525.1,BAF87520.1,Epimerase,PF01370.21,NAD-dependent-epimerase
GCA_000010525.1,BAF87960.1,Epimerase,PF01370.21,putative-short-chain-dehydrogenase
GCA_000010525.1,BAF89477.1,Epimerase,PF01370.21,"CDP-glucose-4,6-dehydratase"
GCA_000010525.1,BAF87830.1,Epimerase,PF01370.21,dTDP-4-dehydrorhamnose-reductase
GCA_000010525.1,BAF89747.1,Epimerase,PF01370.21,putative-UDP-glucose-4-epimerase
GCA_000010525.1,BAF87014.1,Epimerase,PF01370.21,NAD-dependent-epimerase
GCA_000010525.1,BAF89007.1,Epimerase,PF01370.21,putative-NAD-dependent-epimerase
GCA_000010525.1,BAF87978.1,Epimerase,PF01370.21,short-chain-dehydrogenase/reductase-SDR
GCA_000010525.1,BAF90368.1,Epimerase,PF01370.21,putative-dehydrogenase
GCA_000010525.1,BAF87904.1,Epimerase,PF01370.21,short-chain-dehydrogenase/reductase-SDR
GCA_000010525.1,BAF89187.1,Epimerase,PF01370.21,short-chain-dehydrogenase
GCA_000010525.1,BAF87313.1,Epimerase,PF01370.21,short-chain-dehydrogenase
GCA_000010525.1,BAF87275.1,Epimerase,PF01370.21,short-chain-dehydrogenase
GCA_000010525.1,BAF90568.1,Epimerase,PF01370.21,putative-short-chain-dehydrogenase
GCA_000010525.1,BAF88339.1,Epimerase,PF01370.21,NAD-dependent-epimerase
GCA_000010525.1,BAF88267.1,Epimerase,PF01370.21,short-chain-dehydrogenase
GCA_000010525.1,BAF90537.1,Epimerase,PF01370.21,putative-oxidoreductase
GCA_000010525.1,BAF89043.1,Epimerase,PF01370.21,putative-short-chain-dehydrogenase-family-protein
GCA_000010525.1,BAF86534.1,Epimerase,PF01370.21,NAD/NADP-dependent-oxidoreductase
GCA_000010525.1,BAF86730.1,Epimerase,PF01370.21,short-chain-dehydrogenase
GCA_000010525.1,BAF89896.1,Epimerase,PF01370.21,short-chain-dehydrogenase
GCA_000010525.1,BAF87377.1,Epimerase,PF01370.21,short-chain-dehydrogenase
GCA_000010525.1,BAF86420.1,Epimerase,PF01370.21,conserved-hypothetical-protein
GCA_000010525.1,BAF88405.1,Epimerase,PF01370.21,3-oxoacyl-(acyl-carrier-protein)-reductase
GCA_000010525.1,BAF86303.1,Epimerase,PF01370.21,acetoacetyl-CoA-reductase
GCA_000010525.1,BAF89532.1,Epimerase,PF01370.21,short-chain-dehydrogenase
GCA_000010525.1,BAF89213.1,Epimerase_2,PF02350.19,UDP-N-acetylglucosamine-2-epimerase
GCA_000010525.1,BAF89929.1,EPSP_synthase,PF00275.20,3-phosphoshikimate-1-carboxyvinyltransferase
GCA_000010525.1,BAF89149.1,EPSP_synthase,PF00275.20,UDP-N-acetylglucosamine-1-carboxyvinyltransferase
GCA_000010525.1,BAF89113.1,ERG4_ERG24,PF01222.17,isoprenylcysteine-carboxyl-methyltransferase
GCA_000010525.1,BAF86102.1,Esterase,PF00756.20,esterase
GCA_000010525.1,BAF89248.1,Esterase,PF00756.20,putative-esterase
GCA_000010525.1,BAF87179.1,Esterase,PF00756.20,conserved-hypothetical-protein
GCA_000010525.1,BAF89739.1,Esterase_phd,PF10503.9,putative-poly(3-hydroxybutyrate)-depolymerase-precursor
GCA_000010525.1,BAF87082.1,Esterase_phd,PF10503.9,peptidase
GCA_000010525.1,BAF87559.1,ETC_C1_NDUFA4,PF04800.12,putative-NADH-dehydrogenase-(ubiquinone)-Fe-S-protein-4
GCA_000010525.1,BAF89445.1,ETF,PF01012.21,FixA-protein
GCA_000010525.1,BAF90664.1,ETF,PF01012.21,electron-transfer-flavoprotein-beta-chain
GCA_000010525.1,BAF89446.1,ETF,PF01012.21,FixB-protein
GCA_000010525.1,BAF90663.1,ETF,PF01012.21,electron-transfer-flavoprotein-large-subunit
GCA_000010525.1,BAF87176.1,ETF,PF01012.21,putative-electron-transfer-flavoprotein-alpha-subunit
GCA_000010525.1,BAF87177.1,ETF,PF01012.21,conserved-hypothetical-protein
GCA_000010525.1,BAF90663.1,ETF_alpha,PF00766.19,electron-transfer-flavoprotein-large-subunit
GCA_000010525.1,BAF89446.1,ETF_alpha,PF00766.19,FixB-protein
GCA_000010525.1,BAF87176.1,ETF_alpha,PF00766.19,putative-electron-transfer-flavoprotein-alpha-subunit
GCA_000010525.1,BAF89493.1,ETF_QO,PF05187.13,electrotransfer-ubiquinone-oxidoreductase-protein
GCA_000010525.1,BAF89448.1,ETF_QO,PF05187.13,ferredoxin-like-protein
GCA_000010525.1,BAF89562.1,EutB,PF06751.11,ethanolamine-ammonia-lyase-large-subunit
GCA_000010525.1,BAF89563.1,EutC,PF05985.11,ethanolamine-ammonia-lyase-small-subunit
GCA_000010525.1,BAF86263.1,EVE,PF01878.18,protein-of-unknown-function
GCA_000010525.1,BAF86520.1,ExbD,PF02472.16,biopolymer-transport-protein
GCA_000010525.1,BAF87257.1,ExbD,PF02472.16,TonB-system-transport-protein
GCA_000010525.1,BAF88307.1,ExoD,PF06055.12,exopolysaccharide-synthesis
GCA_000010525.1,BAF88383.1,Exonuc_VII_L,PF02601.15,exodeoxyribonuclease-VII-large-subunit
GCA_000010525.1,BAF89114.1,Exonuc_VII_S,PF02609.16,exonuclease-VII-small-subunit
GCA_000010525.1,BAF88810.1,Exo_endo_phos,PF03372.23,exodeoxyribonuclease-III
GCA_000010525.1,BAF86091.1,Exo_endo_phos,PF03372.23,exodeoxyribonuclease-III-protein
GCA_000010525.1,BAF87395.1,Exo_endo_phos,PF03372.23,exodeoxyribonuclease-III-protein
GCA_000010525.1,BAF89540.1,Exo_endo_phos,PF03372.23,endonuclease
GCA_000010525.1,BAF90250.1,Extensin-like_C,PF06904.12,putative-uncharacterized-protein
GCA_000010525.1,BAF87485.1,Extensin-like_C,PF06904.12,extensin-like-protein
GCA_000010525.1,BAF87725.1,Extensin-like_C,PF06904.12,extensin-like-protein-C-terminus
GCA_000010525.1,BAF89977.1,F420_oxidored,PF03807.17,delta-1-pyrroline-5-carboxylate-reductase
GCA_000010525.1,BAF89354.1,F420_oxidored,PF03807.17,putative-dehydrogenase
GCA_000010525.1,BAF90616.1,F420_oxidored,PF03807.17,cyclohexadienyl-dehydrogenase
GCA_000010525.1,BAF86261.1,F420_oxidored,PF03807.17,glycerol-3-phosphate-dehydrogenase-(NAD(P)+)-precursor
GCA_000010525.1,BAF87890.1,F420_oxidored,PF03807.17,3-hydroxyisobutyrate-dehydrogenase
GCA_000010525.1,BAF86575.1,F420_oxidored,PF03807.17,3-hydroxyisobutyrate-dehydrogenase
GCA_000010525.1,BAF86268.1,F420_oxidored,PF03807.17,NADp-oxidoreductase
GCA_000010525.1,BAF88903.1,F420_oxidored,PF03807.17,putative-3-hydroxyisobutyrate-dehydrogenase
GCA_000010525.1,BAF89488.1,F420_oxidored,PF03807.17,2-hydroxy-3-oxopropionate-reductase
GCA_000010525.1,BAF87411.1,F420_oxidored,PF03807.17,putative-dehydrogenase
GCA_000010525.1,BAF89080.1,F420_oxidored,PF03807.17,putative-TRK-system-potassium-uptake-protein
GCA_000010525.1,BAF89210.1,F420_oxidored,PF03807.17,3-hydroxybutyryl-CoA-dehydrogenase
GCA_000010525.1,BAF88258.1,F420_oxidored,PF03807.17,UDP-glucose-6-dehydrogenase
GCA_000010525.1,BAF88372.1,F420_oxidored,PF03807.17,acetohydroxy-acid-isomeroreductase
GCA_000010525.1,BAF90662.1,F420_oxidored,PF03807.17,3-hydroxybutyryl-CoA-dehydrogenase
GCA_000010525.1,BAF86813.1,F420_oxidored,PF03807.17,putative-saccharopine-dehydrogenase
GCA_000010525.1,BAF88775.1,F420_oxidored,PF03807.17,oxidoreductase
GCA_000010525.1,BAF88300.1,FAA_hydrolase,PF01557.18,2-keto-4-pentenoate-hydratase
GCA_000010525.1,BAF87629.1,FAA_hydrolase,PF01557.18,2-keto-4-pentenoate-hydratase
GCA_000010525.1,BAF88268.1,FAA_hydrolase,PF01557.18,"putative-2-hydroxyhepta-2,4-diene-1,7-dioate-isomerase"
GCA_000010525.1,BAF87881.1,FAA_hydrolase,PF01557.18,fumarylacetoacetate-(FAA)-hydrolase-family-protein
GCA_000010525.1,BAF88881.1,FAA_hydrolase,PF01557.18,fumarylacetoacetate-(FAA)-hydrolase-family-protein
GCA_000010525.1,BAF86767.1,FAA_hydrolase,PF01557.18,2-keto-4-pentenoate-hydratase
GCA_000010525.1,BAF86671.1,FAA_hydrolase,PF01557.18,fumarylacetoacetate-hydrolase-family-protein
GCA_000010525.1,BAF86470.1,FAA_hydrolase,PF01557.18,"putative-2-hydroxyhepta-2,4-diene-1,7-dioate-isomerase-precursor"
GCA_000010525.1,BAF87953.1,FAA_hydrolase,PF01557.18,putative-hydratase/decarboxylase-family-protein
GCA_000010525.1,BAF90640.1,FabA,PF07977.13,beta-hydroxyacyl-(acyl-carrier-protein)-dehydratase
GCA_000010525.1,BAF87701.1,FabA,PF07977.13,beta-hydroxyacyl-(acyl-carrier-protein)-dehydratase
GCA_000010525.1,BAF88402.1,FabA,PF07977.13,3-hydroxymyristoyl-acyl-carrier-protein-dehydratase
GCA_000010525.1,BAF86081.1,FAD-oxidase_C,PF02913.19,glycolate-oxidase-subunit-protein
GCA_000010525.1,BAF90479.1,FAD-oxidase_C,PF02913.19,putative-D-lactate-dehydrogenase
GCA_000010525.1,BAF87413.1,FAD-oxidase_C,PF02913.19,FAD/FMN-containing-dehydrogenase
GCA_000010525.1,BAF90223.1,FAD-oxidase_C,PF02913.19,FAD/FMN-containing-dehydrogenases
GCA_000010525.1,BAF88472.1,FAD-oxidase_C,PF02913.19,FAD-dependent-oxidoreductase
GCA_000010525.1,BAF86251.1,FAD-oxidase_C,PF02913.19,putative-FAD/FMN-containing-dehydrogenase
GCA_000010525.1,BAF89518.1,FAD_binding_1,PF00667.20,FAD-binding-oxidoreductase
GCA_000010525.1,BAF86678.1,FAD_binding_1,PF00667.20,putative-sulfite-reductase
